sample_id	cluster_id	size	mean	std
RA005_L5d	0	45	0.989841788	0.011338689
RA005_L5d	1	62	0.152811659	0.010492276
RA005_L5d	2	1	0.544459339	0.216342945
RA005_L5d	3	1	0.533304479	0.198807059
RA005_L5d	4	1	0.661410869	0.219284717
RA005_L5d	5	11	0.640291399	0.027274212
RA005_L5d	6	1	0.558587499	0.220791711
RA005_L5d	7	1	0.66788381	0.165197055
RA005_L5d	8	1	0.546672736	0.197536378
RA005_L5d	9	1	0.558587499	0.220791711
RA005_L5d	10	1	0.595662307	0.195919824
RA005_L5d	11	1	0.679391345	0.208291807
RA005_L5d	12	1	0.688406975	0.193039319
RA005_L5d	13	1	0.516443164	0.178662962
RA005_L5d	14	1	0.643121222	0.187948251
RA005_L5d	15	1	0.498638814	0.176814918
RA005_L5d	16	1	0.587078159	0.212014826
