sample_id	cluster_id	size	mean	std
RA004_K5	0	179	0.993015413	0.008684235
RA004_K5	1	1	0.6890544	0.127243095
RA004_K5	2	5	0.120572516	0.04216162
RA004_K5	3	1	0.473484306	0.155035742
RA004_K5	4	1	0.521076004	0.181863622
RA004_K5	5	1	0.459872443	0.166088432
RA004_K5	6	1	0.375312725	0.147636796
RA004_K5	7	1	0.507847171	0.162432802
RA004_K5	8	1	0.468658341	0.188296227
RA004_K5	9	1	0.543603243	0.193235226
RA004_K5	10	1	0.487653198	0.198018323
RA004_K5	11	1	0.471388471	0.207806821
RA004_K5	12	1	0.337582197	0.14337478
RA004_K5	13	1	0.311836592	0.103320647
RA004_K5	14	1	0.427050345	0.20258687
RA004_K5	15	1	0.557913606	0.202906272
RA004_K5	16	1	0.438685702	0.216490436
RA004_K5	17	1	0.455535664	0.156532381
RA004_K5	18	2	0.242840024	0.0758741
RA004_K5	19	1	0.539148201	0.195856081
RA004_K5	20	1	0.328037337	0.128216535
RA004_K5	21	1	0.715240191	0.085136823
RA004_K5	22	1	0.509298001	0.14894011
RA004_K5	23	1	0.531281805	0.218664532
RA004_K5	24	1	0.363913367	0.192514593
RA004_K5	25	1	0.537603579	0.185458608
RA004_K5	26	1	0.402962807	0.148714572
