sample_id	cluster_id	size	mean	std
RA003_Li1a	0	466	0.487766007	0.011107581
RA003_Li1a	1	1	0.758117567	0.163497029
RA003_Li1a	2	1	0.673955544	0.200999889
RA003_Li1a	3	1	0.629940678	0.232991055
RA003_Li1a	4	1	0.632916251	0.23811664
RA003_Li1a	5	1	0.821786528	0.115743139
RA003_Li1a	6	1	0.703330717	0.209601241
RA003_Li1a	7	1	0.54559887	0.307123179
RA003_Li1a	8	1	0.717554495	0.200865657
RA003_Li1a	9	1	0.637521376	0.235234291
RA003_Li1a	10	1	0.57397592	0.292620799
RA003_Li1a	11	1	0.625871564	0.234656614
RA003_Li1a	12	1	0.554015541	0.281590079
RA003_Li1a	13	1	0.720705263	0.192220889
RA003_Li1a	14	1	0.790783377	0.130492082
RA003_Li1a	15	1	0.647751753	0.255844744
RA003_Li1a	16	1	0.616484386	0.23088428
RA003_Li1a	17	8	0.985260064	0.01712166
RA003_Li1a	18	1	0.723576248	0.202618298
RA003_Li1a	19	1	0.729527945	0.193883876
RA003_Li1a	20	1	0.577788485	0.290000392
RA003_Li1a	21	1	0.656412441	0.242397993
RA003_Li1a	22	1	0.7330251	0.202592212
RA003_Li1a	23	1	0.656549016	0.242921336
RA003_Li1a	24	1	0.628227797	0.238900864
RA003_Li1a	25	1	0.8501775	0.117628478
RA003_Li1a	26	1	0.559392535	0.294113324
RA003_Li1a	27	1	0.736226331	0.162924424
RA003_Li1a	28	1	0.71913237	0.203098075
RA003_Li1a	29	1	0.635122444	0.236164887
RA003_Li1a	30	1	0.659204543	0.243449675
RA003_Li1a	31	1	0.644768842	0.254039852
RA003_Li1a	32	1	0.539859189	0.30795307
RA003_Li1a	33	1	0.681992051	0.200692313
RA003_Li1a	34	1	0.572547045	0.282578846
RA003_Li1a	35	1	0.814573247	0.116106268
RA003_Li1a	36	1	0.61592821	0.231898852
RA003_Li1a	37	1	0.632288775	0.235473304
RA003_Li1a	38	1	0.758117567	0.163497029
RA003_Li1a	39	1	0.702989924	0.203663813
RA003_Li1a	40	1	0.551347919	0.29571175
RA003_Li1a	41	1	0.757462947	0.161661251
RA003_Li1a	42	1	0.779360476	0.145795662
RA003_Li1a	43	1	0.775508721	0.145732449
RA003_Li1a	44	1	0.752034238	0.17724498
