sample_id	cluster_id	size	mean	std
RA000_L7a	0	595	0.995761413	0.006241924
RA000_L7a	1	1	0.455702128	0.212730364
RA000_L7a	2	1	0.410387263	0.219120454
RA000_L7a	3	1	0.481693908	0.186310644
RA000_L7a	4	1	0.457359987	0.215456613
RA000_L7a	5	1	0.29282077	0.158291137
RA000_L7a	6	1	0.430046789	0.229455987
RA000_L7a	7	6	0.090315786	0.037819277
RA000_L7a	8	1	0.407988571	0.193441788
RA000_L7a	9	1	0.314268112	0.222258368
RA000_L7a	10	1	0.44008583	0.239422897
RA000_L7a	11	1	0.45250621	0.199468804
RA000_L7a	12	1	0.38867381	0.166734292
RA000_L7a	13	1	0.412051517	0.210935915
RA000_L7a	14	1	0.403892675	0.172892067
RA000_L7a	15	1	0.262096255	0.16069414
RA000_L7a	16	1	0.424183475	0.152378832
RA000_L7a	17	6	0.202435613	0.081044057
RA000_L7a	18	1	0.398605588	0.22851188
RA000_L7a	19	1	0.474112482	0.207597615
RA000_L7a	20	1	0.306195645	0.176928141
RA000_L7a	21	1	0.37500636	0.235392929
RA000_L7a	22	1	0.237740773	0.17031563
RA000_L7a	23	1	0.385491817	0.217326046
RA000_L7a	24	1	0.390404199	0.248601809
RA000_L7a	25	1	0.35245644	0.182449459
RA000_L7a	26	1	0.393957781	0.207175515
RA000_L7a	27	1	0.443030889	0.227803155
RA000_L7a	28	1	0.40049169	0.208830504
RA000_L7a	29	1	0.414885513	0.187717285
RA000_L7a	30	1	0.386179193	0.211379544
RA000_L7a	31	1	0.465306528	0.154498137
RA000_L7a	32	1	0.407718643	0.225339868
RA000_L7a	33	1	0.359491622	0.188090733
RA000_L7a	34	1	0.336916024	0.173221201
RA000_L7a	35	1	0.318293718	0.159714567
RA000_L7a	36	1	0.307555244	0.177544772
RA000_L7a	37	1	0.407677155	0.173191406
