sample_id	cluster_id	size	mean	std
RA005_L1a	0	47	0.99511456	0.007975656
RA005_L1a	1	40	0.22493392	0.017431405
RA005_L1a	2	1	0.558394903	0.225016178
RA005_L1a	3	1	0.555315722	0.279635802
RA005_L1a	4	1	0.580030701	0.258168019
RA005_L1a	5	1	0.530406368	0.200004756
RA005_L1a	6	1	0.540602195	0.226255283
RA005_L1a	7	1	0.595390247	0.237315781
RA005_L1a	8	1	0.601327142	0.253341718
RA005_L1a	9	1	0.579746526	0.208358563
RA005_L1a	10	1	0.624924134	0.208996049
RA005_L1a	11	1	0.619407758	0.215264359
RA005_L1a	12	1	0.595084222	0.19876949
RA005_L1a	13	1	0.554966852	0.279441518
RA005_L1a	14	1	0.61789968	0.216788343
RA005_L1a	15	1	0.548810137	0.228845925
RA005_L1a	16	1	0.615078409	0.219191139
RA005_L1a	17	1	0.563637422	0.210673932
