sample_id	cluster_id	size	mean	std
RA005_L2a	0	28	0.995839226	0.007086922
RA005_L2a	1	56	0.231073867	0.020534295
RA005_L2a	2	2	0.515504301	0.115769939
RA005_L2a	3	1	0.507989907	0.192387782
RA005_L2a	4	1	0.681964969	0.210852821
RA005_L2a	5	1	0.573946775	0.279692936
RA005_L2a	6	1	0.61378273	0.235159532
RA005_L2a	7	2	0.68148394	0.139621974
RA005_L2a	8	4	0.61779958	0.044195381
RA005_L2a	9	1	0.43679931	0.139301884
RA005_L2a	10	1	0.640901636	0.243250622
RA005_L2a	11	1	0.519921281	0.179172024
RA005_L2a	12	1	0.597458711	0.213121632
RA005_L2a	13	1	0.613597876	0.196577634
RA005_L2a	14	1	0.451684991	0.153949573
RA005_L2a	15	1	0.471707931	0.172645081
RA005_L2a	16	1	0.707298931	0.197467527
RA005_L2a	17	1	0.661879378	0.196244466
RA005_L2a	18	1	0.402624769	0.132927112
RA005_L2a	19	1	0.695682634	0.206205516
RA005_L2a	20	1	0.43356924	0.143325409
RA005_L2a	21	1	0.594697942	0.230289865
RA005_L2a	22	2	0.42533609	0.077359197
RA005_L2a	23	1	0.560632823	0.27506741
RA005_L2a	24	1	0.575995795	0.227247132
RA005_L2a	25	1	0.619423942	0.186659803
