sample_id	cluster_id	size	mean	std
RA004_L8a	0	170	0.999142296	0.002907378
RA004_L8a	1	1	0.363881348	0.154213836
RA004_L8a	2	21	0.129613898	0.010758377
RA004_L8a	3	1	0.49760696	0.221441628
RA004_L8a	4	1	0.544999287	0.169415786
RA004_L8a	5	1	0.754656877	0.107414794
RA004_L8a	6	1	0.713280485	0.123470054
RA004_L8a	7	1	0.389220598	0.273349634
RA004_L8a	8	1	0.570067223	0.231950202
RA004_L8a	9	1	0.70546852	0.125349161
RA004_L8a	10	1	0.738843479	0.082524828
RA004_L8a	11	1	0.745525564	0.080168687
RA004_L8a	12	1	0.55041737	0.196517951
RA004_L8a	13	1	0.381914563	0.20066778
RA004_L8a	14	1	0.540454054	0.247480626
RA004_L8a	15	1	0.699019415	0.108803203
RA004_L8a	16	1	0.74644054	0.108899314
RA004_L8a	17	1	0.735713407	0.12207052
RA004_L8a	18	1	0.524375798	0.274434686
RA004_L8a	19	1	0.572355605	0.184620097
RA004_L8a	20	1	0.540944085	0.117983354
RA004_L8a	21	1	0.477918717	0.24613953
RA004_L8a	22	1	0.71213086	0.117129584
RA004_L8a	23	1	0.612747845	0.185920027
RA004_L8a	24	1	0.457846822	0.224706137
RA004_L8a	25	1	0.459337402	0.224886962
RA004_L8a	26	1	0.439823649	0.212361185
RA004_L8a	27	1	0.677606945	0.188661826
RA004_L8a	28	1	0.668479388	0.106524498
RA004_L8a	29	1	0.632621584	0.19803664
RA004_L8a	30	1	0.50998793	0.272502447
