sample_id	cluster_id	size	mean	std
RA004_L2a	0	196	0.985143468	0.012865869
RA004_L2a	1	12	0.129076616	0.028494873
RA004_L2a	2	1	0.442849337	0.225687969
RA004_L2a	3	1	0.36531344	0.198394609
RA004_L2a	4	1	0.405182852	0.17498133
RA004_L2a	5	1	0.355334602	0.202970635
RA004_L2a	6	1	0.477868698	0.201568623
RA004_L2a	7	1	0.457049874	0.216780093
RA004_L2a	8	1	0.517451673	0.227881306
RA004_L2a	9	1	0.446604557	0.201076052
RA004_L2a	10	1	0.457846323	0.1887762
RA004_L2a	11	1	0.290073607	0.225064311
RA004_L2a	12	1	0.413368246	0.205797344
RA004_L2a	13	1	0.439079432	0.233328858
RA004_L2a	14	1	0.424275968	0.212772045
