sample_id	cluster_id	size	mean	std
RA004_K2	0	202	0.975977161	0.014528077
RA004_K2	1	1	0.406850284	0.197713336
RA004_K2	2	1	0.563138627	0.208569158
RA004_K2	3	1	0.616089188	0.192499691
RA004_K2	4	1	0.340529559	0.135097756
RA004_K2	5	2	0.272398528	0.07326161
RA004_K2	6	1	0.382411588	0.156689607
RA004_K2	7	1	0.580733433	0.190554347
RA004_K2	8	1	0.541056921	0.196365173
RA004_K2	9	1	0.577665874	0.202065958
RA004_K2	10	1	0.550879384	0.213288023
RA004_K2	11	1	0.579804443	0.197520917
RA004_K2	12	1	0.489583578	0.206480565
RA004_K2	13	1	0.4299228	0.188727006
RA004_K2	14	1	0.399153642	0.19390824
RA004_K2	15	1	0.538852078	0.206055942
RA004_K2	16	1	0.746828302	0.085052606
RA004_K2	17	1	0.574407972	0.205669998
