sample_id	cluster_id	size	mean	std
RA005_L2b	0	37	0.989738268	0.011997642
RA005_L2b	1	22	0.17521638	0.016551499
RA005_L2b	2	1	0.524682839	0.160679782
RA005_L2b	3	1	0.595703729	0.252202375
RA005_L2b	4	1	0.429287429	0.194599917
RA005_L2b	5	1	0.579555946	0.158330478
RA005_L2b	6	1	0.521632784	0.23320258
RA005_L2b	7	1	0.677399116	0.195959361
RA005_L2b	8	3	0.654523152	0.041427137
RA005_L2b	9	1	0.429287429	0.194599917
RA005_L2b	10	1	0.66221355	0.195916629
RA005_L2b	11	1	0.638837567	0.241730753
RA005_L2b	12	1	0.429287429	0.194599917
RA005_L2b	13	1	0.429287429	0.194599917
RA005_L2b	14	1	0.429287429	0.194599917
RA005_L2b	15	1	0.538337305	0.219706257
RA005_L2b	16	1	0.429287429	0.194599917
RA005_L2b	17	1	0.684259412	0.211007666
RA005_L2b	18	1	0.599196572	0.215887334
RA005_L2b	19	1	0.571757235	0.157297826
RA005_L2b	20	1	0.653788251	0.245778343
RA005_L2b	21	1	0.429287429	0.194599917
RA005_L2b	22	1	0.429287429	0.194599917
RA005_L2b	23	1	0.602428881	0.192804644
RA005_L2b	24	1	0.674084547	0.19842186
RA005_L2b	25	1	0.66749147	0.159367849
RA005_L2b	26	1	0.66749147	0.159367849
RA005_L2b	27	1	0.671676858	0.207895323
RA005_L2b	28	1	0.688866032	0.139776445
RA005_L2b	29	1	0.655350498	0.246367583
RA005_L2b	30	1	0.429287429	0.194599917
RA005_L2b	31	1	0.528018392	0.230110743
RA005_L2b	32	1	0.553746355	0.215840359
RA005_L2b	33	1	0.621424206	0.210253171
RA005_L2b	34	1	0.61931008	0.22277792
RA005_L2b	35	1	0.623645034	0.188249294
RA005_L2b	36	1	0.591374122	0.223627789
