sample_id	cluster_id	size	mean	std
RA006_L3a	0	1	0.518984829	0.10040052
RA006_L3a	1	58	0.988440362	0.011048472
RA006_L3a	2	25	0.144841577	0.013007625
RA006_L3a	3	1	0.591591925	0.212049632
RA006_L3a	4	1	0.677222594	0.131035302
RA006_L3a	5	1	0.480476243	0.1533722
RA006_L3a	6	1	0.562567344	0.189854176
RA006_L3a	7	1	0.667468504	0.140229178
RA006_L3a	8	1	0.613987886	0.191109962
RA006_L3a	9	1	0.705415167	0.145885051
RA006_L3a	10	1	0.518851444	0.20491581
RA006_L3a	11	1	0.600514874	0.186189159
RA006_L3a	12	1	0.585740422	0.213789556
RA006_L3a	13	1	0.461566216	0.170694008
RA006_L3a	14	1	0.703696859	0.099233877
RA006_L3a	15	1	0.628336571	0.200243445
RA006_L3a	16	1	0.410645894	0.155465917
RA006_L3a	17	1	0.766620735	0.098950283
RA006_L3a	18	1	0.476077509	0.155415791
RA006_L3a	19	1	0.497294401	0.175051023
RA006_L3a	20	1	0.589247783	0.109042696
RA006_L3a	21	1	0.439116733	0.164785509
RA006_L3a	22	1	0.687352889	0.198524981
RA006_L3a	23	1	0.580409712	0.19666372
RA006_L3a	24	1	0.666148345	0.204320305
RA006_L3a	25	1	0.540202206	0.16494023
RA006_L3a	26	1	0.424450572	0.187687824
