sample_id	cluster_id	size	mean	std
RA004_L3a	0	1	0.620964003	0.195817204
RA004_L3a	1	185	0.984770944	0.010812579
RA004_L3a	2	29	0.111012031	0.009786164
RA004_L3a	3	1	0.559777828	0.185764826
RA004_L3a	4	1	0.395176195	0.126987314
RA004_L3a	5	1	0.574543906	0.166953889
RA004_L3a	6	1	0.397984925	0.173377707
RA004_L3a	7	1	0.551330785	0.223156778
RA004_L3a	8	1	0.549655583	0.262700129
RA004_L3a	9	1	0.687114731	0.086488092
RA004_L3a	10	1	0.365386847	0.184952049
RA004_L3a	11	1	0.500189193	0.294996892
RA004_L3a	12	1	0.312044988	0.14101777
RA004_L3a	13	1	0.421641728	0.156874595
RA004_L3a	14	1	0.333997605	0.191234113
RA004_L3a	15	1	0.489179569	0.178120154
RA004_L3a	16	1	0.424312795	0.214316096
RA004_L3a	17	1	0.527287912	0.211159316
RA004_L3a	18	1	0.481174569	0.249637296
RA004_L3a	19	1	0.333599151	0.17404967
RA004_L3a	20	1	0.552140158	0.191146359
RA004_L3a	21	1	0.342473701	0.164244226
RA004_L3a	22	1	0.547709622	0.239353817
RA004_L3a	23	1	0.349103477	0.122092972
RA004_L3a	24	1	0.488995564	0.247143858
RA004_L3a	25	1	0.359625158	0.160793298
RA004_L3a	26	1	0.505071958	0.213670027
RA004_L3a	27	1	0.366666782	0.155989939
RA004_L3a	28	1	0.489179569	0.178120154
RA004_L3a	29	1	0.32179886	0.168746282
RA004_L3a	30	1	0.582861644	0.142135631
RA004_L3a	31	1	0.380070418	0.144926275
RA004_L3a	32	1	0.544485785	0.162471236
RA004_L3a	33	1	0.556989145	0.228673516
RA004_L3a	34	1	0.327689374	0.188240735
RA004_L3a	35	1	0.504725002	0.236756886
