sample_id	cluster_id	size	mean	std
RA006_L5a	0	71	0.992633376	0.009017295
RA006_L5a	1	1	0.44469869	0.158303854
RA006_L5a	2	36	0.107177169	0.008536936
RA006_L5a	3	1	0.657357286	0.118761038
RA006_L5a	4	1	0.615767417	0.087266372
RA006_L5a	5	1	0.607651329	0.106383414
RA006_L5a	6	1	0.541846009	0.124044182
RA006_L5a	7	1	0.270185724	0.084690464
RA006_L5a	8	1	0.525237958	0.175947534
RA006_L5a	9	1	0.373296477	0.121204388
RA006_L5a	10	1	0.681498428	0.110597355
RA006_L5a	11	1	0.379967002	0.122785907
RA006_L5a	12	1	0.401594668	0.12202859
RA006_L5a	13	1	0.622759048	0.200953746
RA006_L5a	14	3	0.227945863	0.039882677
RA006_L5a	15	1	0.603616309	0.193914072
RA006_L5a	16	1	0.545242286	0.211755644
RA006_L5a	17	1	0.625726997	0.164903225
RA006_L5a	18	1	0.395616873	0.08100202
RA006_L5a	19	1	0.642518179	0.134975559
RA006_L5a	20	1	0.504822329	0.096772741
RA006_L5a	21	1	0.561000499	0.209379034
RA006_L5a	22	1	0.450121789	0.08977329
RA006_L5a	23	1	0.344445481	0.072504148
RA006_L5a	24	1	0.693260659	0.079568221
RA006_L5a	25	1	0.319334033	0.127430986
RA006_L5a	26	1	0.66302045	0.12779296
RA006_L5a	27	1	0.555348279	0.085641499
RA006_L5a	28	1	0.645618363	0.206761861
RA006_L5a	29	1	0.562124653	0.18097682
RA006_L5a	30	1	0.586432001	0.089125533
RA006_L5a	31	1	0.66872005	0.128182235
RA006_L5a	32	1	0.671353929	0.114769508
RA006_L5a	33	1	0.339716537	0.111461452
RA006_L5a	34	1	0.51443524	0.169876999
RA006_L5a	35	1	0.470127004	0.098642935
RA006_L5a	36	1	0.545242286	0.211755644
RA006_L5a	37	1	0.611864981	0.191532353
RA006_L5a	38	1	0.578423364	0.193490347
RA006_L5a	39	1	0.437030178	0.148793334
RA006_L5a	40	1	0.260410935	0.114052085
RA006_L5a	41	1	0.626963667	0.153934207
RA006_L5a	42	1	0.329488289	0.084256991
RA006_L5a	43	1	0.33206972	0.074925187
RA006_L5a	44	1	0.282514147	0.100708035
RA006_L5a	45	1	0.685477416	0.110891354
RA006_L5a	46	1	0.290067481	0.086913823
RA006_L5a	47	1	0.684694121	0.198989805
RA006_L5a	48	1	0.629916304	0.115940612
RA006_L5a	49	1	0.533897447	0.184751201
RA006_L5a	50	1	0.517526052	0.178864357
RA006_L5a	51	1	0.614662332	0.197084616
RA006_L5a	52	1	0.423251203	0.086927254
RA006_L5a	53	1	0.705831682	0.112115928
RA006_L5a	54	1	0.455209953	0.161811373
